customer_id,tenure_months,monthly_charge,support_tickets_90d,contract_type,autopay,premium_plan,churned
C101472,27,78.34,0,Month-to-month,0,0,1
C101473,37,101.05,3,Month-to-month,1,0,0
C101474,49,146.5,2,Month-to-month,1,1,1
C101475,50,80.11,2,Two year,1,1,0
C101476,63,77.33,1,Month-to-month,1,0,0
C101477,46,52.82,5,One year,0,1,0
C101478,67,123.94,0,Month-to-month,0,1,0
C101479,38,20.0,0,Month-to-month,1,0,0
C101480,66,82.9,4,Month-to-month,0,1,0
C101481,26,103.58,1,One year,0,0,1
C101482,58,76.88,1,Month-to-month,1,0,0
C101483,11,48.03,1,Month-to-month,0,0,0
C101484,66,46.19,1,Month-to-month,1,1,0
C101485,50,73.62,3,Month-to-month,1,1,1
C101486,69,96.68,1,Two year,0,0,0
C101487,45,86.33,1,Month-to-month,1,0,0
C101488,1,60.22,2,Month-to-month,1,1,1
C101489,46,109.24,2,One year,1,0,0
C101490,10,107.19,1,Two year,0,0,1
C101491,2,59.97,3,One year,0,0,0
C101492,29,53.15,2,Month-to-month,1,0,0
C101493,16,105.32,2,Two year,1,0,0
C101494,33,73.49,1,Month-to-month,0,1,0
C101495,22,87.06,1,Two year,0,0,0
C101496,49,104.41,2,Two year,1,1,0
C101497,71,38.58,1,One year,0,0,0
C101498,45,84.08,3,Two year,0,0,0
C101499,21,83.62,3,Month-to-month,1,0,0
C101500,27,59.89,1,One year,1,0,1
C101501,45,52.56,3,Month-to-month,0,0,1
C101502,48,64.83,4,Month-to-month,1,0,0
C101503,13,32.57,1,Month-to-month,1,1,1
C101504,37,43.42,4,Month-to-month,0,1,0
C101505,29,107.92,2,One year,1,1,0
C101506,33,56.86,4,Month-to-month,1,1,0
C101507,10,44.84,2,One year,1,1,0
C101508,62,76.62,6,One year,1,0,0
C101509,27,61.59,4,Month-to-month,1,1,0
C101510,53,62.72,1,One year,1,0,0
C101511,13,109.15,3,Month-to-month,1,0,0
C101512,8,134.26,1,Month-to-month,0,1,0
C101513,6,96.77,0,One year,0,1,0
C101514,24,41.07,2,One year,0,0,0
C101515,11,69.82,2,Month-to-month,1,0,0
C101516,55,100.29,3,Two year,1,1,0
C101517,24,71.46,0,Month-to-month,0,0,0
C101518,29,69.06,2,One year,1,0,0
C101519,22,80.17,1,One year,1,0,0
C101520,61,116.8,3,Two year,1,0,0
C101521,64,39.02,0,Two year,1,1,0
C101522,39,81.18,4,Month-to-month,1,1,0
C101523,64,27.08,1,One year,1,1,0
C101524,26,107.02,4,Month-to-month,0,0,0
C101525,42,82.89,2,Two year,1,0,0
C101526,67,63.93,0,Two year,0,1,0
C101527,35,97.1,1,One year,0,0,0
C101528,59,63.22,1,Month-to-month,1,1,0
C101529,11,46.11,2,Two year,1,0,0
C101530,18,125.7,3,Month-to-month,0,0,0
C101531,60,73.6,1,One year,1,0,0
C101532,62,81.62,2,Month-to-month,0,0,0
C101533,71,106.57,0,Month-to-month,0,1,0
C101534,49,118.84,0,Month-to-month,1,1,0
C101535,19,79.84,1,Month-to-month,1,0,0
C101536,1,132.45,2,Month-to-month,1,1,1
C101537,12,97.79,2,Month-to-month,1,1,0
C101538,12,124.01,1,Two year,0,1,0
C101539,54,62.91,3,Month-to-month,0,1,0
C101540,23,64.3,2,Month-to-month,1,1,1
C101541,55,84.63,2,One year,0,0,0
C101542,60,57.56,1,One year,1,1,0
C101543,48,116.67,1,Two year,0,0,0
C101544,29,64.39,4,One year,1,1,0
C101545,46,62.22,1,Month-to-month,0,1,0
C101546,32,35.06,0,Month-to-month,1,0,1
C101547,19,60.34,5,Two year,0,0,0
C101548,58,20.0,3,Two year,1,0,0
C101549,69,66.28,1,Month-to-month,1,1,0
C101550,25,23.31,2,Month-to-month,1,0,0
C101551,60,52.68,2,Month-to-month,1,0,0
C101552,70,59.0,3,Month-to-month,1,0,0
C101553,46,72.64,2,Month-to-month,0,1,0
C101554,5,89.8,2,Month-to-month,0,0,1
C101555,53,78.82,3,Two year,1,1,0
C101556,58,89.71,5,One year,1,0,0
C101557,58,99.89,0,Month-to-month,0,0,0
C101558,54,90.65,0,Month-to-month,0,0,0
C101559,65,76.7,2,Month-to-month,1,0,0
C101560,71,113.32,0,Month-to-month,0,1,0
C101561,19,80.71,0,Two year,1,1,0
C101562,40,47.7,2,Month-to-month,1,0,0
C101563,30,84.5,1,One year,0,0,0
C101564,46,88.87,2,Month-to-month,1,1,0
C101565,66,63.92,2,One year,0,0,0
C101566,49,110.79,1,Month-to-month,0,1,0
C101567,20,81.79,2,Month-to-month,0,0,0
C101568,68,54.82,3,Two year,1,0,0
C101569,38,43.47,3,Two year,1,0,0
C101570,17,42.77,2,Month-to-month,1,1,0
C101571,46,134.01,4,One year,0,0,1
C101572,54,79.95,1,One year,0,0,0
C101573,33,91.21,3,One year,1,1,0
C101574,21,61.89,0,Month-to-month,0,1,0
C101575,37,98.56,0,Two year,1,1,0
C101576,17,74.65,4,One year,0,0,0
C101577,6,73.22,2,Two year,0,0,1
C101578,67,74.11,3,Month-to-month,1,1,0
C101579,20,45.5,2,One year,1,1,0
C101580,72,96.15,4,Month-to-month,0,0,0
C101581,29,123.16,2,Month-to-month,0,0,0
C101582,38,86.53,1,Two year,1,0,0
C101583,35,74.81,3,Month-to-month,1,0,1
C101584,11,56.3,3,Two year,1,0,0
C101585,47,71.22,2,One year,1,0,0
C101586,12,58.26,1,Month-to-month,0,0,1
C101587,43,34.87,1,Two year,1,0,0
C101588,20,70.24,1,Two year,1,0,0
C101589,2,74.24,0,Month-to-month,0,0,0
C101590,50,84.75,1,Month-to-month,1,0,0
C101591,48,108.67,3,Month-to-month,1,0,0
C101592,63,87.39,2,Month-to-month,1,1,0
C101593,47,58.22,0,One year,1,0,0
C101594,53,91.85,3,Month-to-month,0,0,0
C101595,5,56.63,4,Month-to-month,1,0,0
C101596,9,72.0,1,Month-to-month,1,1,0
C101597,46,78.95,3,Month-to-month,0,0,0
C101598,39,89.35,2,Month-to-month,1,0,1
C101599,63,73.36,0,Two year,1,0,0
C101600,12,33.04,0,Two year,1,0,0
C101601,64,69.06,2,Two year,1,0,0
C101602,4,55.96,4,Month-to-month,1,0,0
C101603,44,58.59,0,Month-to-month,0,1,1
C101604,19,57.54,2,Month-to-month,1,1,0
C101605,34,72.88,2,One year,1,0,0
C101606,14,88.6,1,Month-to-month,1,1,0
C101607,56,95.75,2,Two year,0,1,0
C101608,52,62.58,1,One year,1,1,0
C101609,35,36.15,2,Two year,0,0,0
C101610,7,56.14,1,Two year,1,0,1
C101611,6,109.53,2,One year,0,1,1
C101612,58,94.55,1,Month-to-month,1,1,0
C101613,51,103.08,0,Two year,0,1,0
C101614,27,79.78,3,Month-to-month,1,1,1
C101615,28,68.35,1,Month-to-month,1,1,1
C101616,31,44.13,1,Month-to-month,1,0,0
C101617,52,100.68,2,One year,1,1,0
C101618,53,84.79,3,Month-to-month,1,1,1
C101619,66,65.27,3,Month-to-month,1,0,0
C101620,59,30.49,1,Two year,0,0,0
C101621,55,109.7,0,Month-to-month,1,0,0
C101622,47,107.61,0,One year,0,0,0
C101623,72,66.67,3,Month-to-month,1,0,0
C101624,18,74.95,2,Two year,1,0,0
C101625,9,65.9,0,Two year,1,0,0
C101626,4,72.42,3,Month-to-month,0,0,0
C101627,55,20.0,3,Two year,1,1,0
C101628,12,87.34,1,Month-to-month,0,1,0
C101629,33,64.56,5,One year,1,0,0
C101630,57,69.26,3,Month-to-month,0,0,0
C101631,53,59.19,3,Month-to-month,1,0,0
C101632,8,70.56,0,One year,1,0,1
C101633,4,89.39,1,One year,1,0,0
C101634,47,89.04,0,Month-to-month,0,1,0
C101635,24,77.23,1,Two year,1,0,0
C101636,26,79.41,3,One year,1,0,0
C101637,25,74.01,1,One year,1,1,0
C101638,34,108.74,4,Month-to-month,0,1,0
C101639,66,77.74,1,Month-to-month,1,0,0
C101640,69,80.25,0,Month-to-month,1,1,0
C101641,54,124.66,1,One year,0,0,0
C101642,39,77.57,1,Month-to-month,0,0,0
C101643,44,56.92,1,One year,1,0,0
C101644,23,103.31,1,Month-to-month,0,0,0
C101645,5,29.38,2,Two year,0,1,0
C101646,31,60.48,1,Month-to-month,1,1,1
C101647,18,72.6,3,Month-to-month,0,0,0
C101648,57,20.0,2,Month-to-month,0,1,0
C101649,56,87.57,1,One year,1,0,0
C101650,5,89.66,3,One year,0,0,0
C101651,33,44.8,3,Month-to-month,1,1,0
C101652,49,73.49,1,Month-to-month,1,0,0
C101653,27,146.08,1,One year,0,0,0
C101654,49,78.56,1,One year,1,0,0
C101655,67,121.37,0,Month-to-month,1,1,0
C101656,30,70.27,3,Two year,0,0,0
C101657,24,105.57,1,Month-to-month,1,0,0
C101658,4,70.03,3,Month-to-month,1,0,0
C101659,36,72.87,1,Two year,1,0,0
C101660,37,53.42,1,Month-to-month,1,0,1
C101661,44,119.63,1,Month-to-month,1,0,0
C101662,9,68.01,4,Month-to-month,0,1,0
C101663,8,69.3,1,One year,0,1,0
C101664,37,86.88,1,One year,0,0,0
C101665,3,31.42,1,Month-to-month,1,0,1
C101666,33,77.79,2,Month-to-month,1,1,0
C101667,9,80.68,1,Month-to-month,0,1,0
C101668,67,57.52,4,Month-to-month,1,1,0
C101669,43,106.49,1,One year,1,0,1
C101670,61,89.92,2,Month-to-month,1,0,1
C101671,70,61.74,0,Month-to-month,0,1,0
C101672,37,41.76,5,Month-to-month,0,1,0
C101673,59,96.09,0,Two year,1,0,0
C101674,59,49.18,3,Month-to-month,1,0,0
C101675,53,64.01,3,One year,1,0,0
C101676,24,101.18,1,Month-to-month,0,1,1
C101677,46,82.76,1,Month-to-month,0,1,0
C101678,62,72.3,1,Month-to-month,1,0,0
C101679,15,31.9,2,Month-to-month,1,0,0
C101680,31,33.47,2,One year,0,0,0
C101681,51,44.6,3,Month-to-month,0,1,0
C101682,66,59.88,1,Two year,0,0,0
C101683,33,67.55,2,One year,0,0,1
C101684,19,64.85,2,Two year,1,0,0
C101685,12,108.39,2,Two year,1,1,0
C101686,39,83.31,2,Month-to-month,1,1,0
C101687,63,51.79,1,Month-to-month,1,1,0
C101688,42,75.8,1,Two year,1,0,0
C101689,29,68.79,1,Month-to-month,0,0,0
C101690,29,75.85,0,Two year,0,1,0
C101691,35,65.58,3,One year,0,0,0
C101692,15,49.17,3,One year,0,1,0
C101693,13,101.25,2,Month-to-month,1,1,1
C101694,8,141.54,3,One year,1,1,0
C101695,2,104.75,1,Month-to-month,0,0,0
C101696,54,82.25,3,Month-to-month,1,1,0
C101697,45,90.12,1,Two year,0,0,0
C101698,48,66.17,2,One year,1,1,1
C101699,40,102.68,0,One year,1,1,0
C101700,14,49.81,2,Month-to-month,1,1,0
C101701,28,68.22,1,Two year,0,1,0
C101702,27,78.07,2,Month-to-month,1,0,0
C101703,18,102.24,2,Two year,1,0,0
C101704,18,69.89,1,Month-to-month,1,1,0
C101705,23,74.0,1,One year,1,0,0
C101706,55,44.5,0,Month-to-month,0,1,0
C101707,70,20.0,3,Month-to-month,0,0,0
C101708,3,77.38,2,Month-to-month,0,1,1
C101709,2,96.96,2,Month-to-month,1,0,0
C101710,38,102.54,2,One year,1,1,0
C101711,49,79.76,0,One year,1,0,0
C101712,55,79.79,2,Month-to-month,0,0,1
C101713,5,25.73,3,One year,1,0,0
C101714,37,73.51,2,One year,1,0,0
C101715,49,86.36,0,Month-to-month,1,0,0
C101716,72,97.18,1,Month-to-month,1,0,0
C101717,48,96.59,3,Two year,0,1,0
C101718,60,104.45,3,Two year,1,0,1
C101719,39,67.13,1,Two year,0,1,0
C101720,36,39.27,0,Two year,1,1,0
C101721,50,91.05,2,One year,1,1,0
C101722,45,68.92,0,Month-to-month,1,0,0
C101723,28,67.48,3,Month-to-month,1,1,0
C101724,16,95.25,1,One year,0,1,0
C101725,44,94.17,1,Month-to-month,0,1,0
C101726,55,77.98,0,One year,1,0,0
C101727,65,62.48,0,Month-to-month,1,1,0
C101728,58,109.93,3,One year,0,1,0
C101729,59,83.88,2,Month-to-month,1,1,0
C101730,37,42.34,0,Month-to-month,1,0,0
C101731,70,70.25,1,Month-to-month,0,0,0
C101732,42,50.49,2,Month-to-month,1,1,0
C101733,42,72.39,0,One year,0,1,0
C101734,47,72.15,2,Two year,1,1,0
C101735,9,32.31,4,Two year,1,1,0
C101736,3,20.0,2,One year,1,0,0
C101737,58,79.49,1,Month-to-month,1,1,0
C101738,41,20.37,1,One year,1,0,0
C101739,51,79.54,0,Two year,0,0,0
C101740,57,131.61,2,Month-to-month,1,1,0
C101741,34,114.62,3,One year,1,0,0
C101742,64,74.95,0,Month-to-month,0,1,1
C101743,25,95.22,2,One year,1,0,0
C101744,32,89.35,0,One year,1,0,0
C101745,28,100.9,0,One year,1,1,0
C101746,29,57.7,2,One year,1,0,0
C101747,57,118.95,5,Two year,0,0,1
C101748,22,110.89,1,Two year,0,0,0
C101749,3,72.72,2,Month-to-month,1,1,0
C101750,45,48.82,3,One year,0,1,0
C101751,60,41.68,1,One year,0,1,0
C101752,43,112.53,2,Month-to-month,1,0,0
C101753,67,121.75,2,Two year,1,0,0
C101754,30,90.45,2,Two year,1,1,0
C101755,32,79.79,1,One year,1,0,0
C101756,49,118.83,2,Month-to-month,1,0,1
C101757,63,65.77,2,Month-to-month,0,1,0
C101758,10,77.19,2,Month-to-month,0,0,0
C101759,59,76.55,0,One year,0,0,0
C101760,5,69.86,2,One year,1,1,0
C101761,63,89.13,2,One year,1,1,0
C101762,28,79.98,2,Month-to-month,1,0,0
C101763,42,63.13,3,Month-to-month,0,1,1
C101764,71,50.26,0,Month-to-month,0,0,0
C101765,50,112.45,1,Month-to-month,1,0,1
C101766,26,104.41,2,One year,1,0,0
C101767,12,134.53,1,Two year,1,0,0
C101768,36,84.28,0,Month-to-month,0,1,0
C101769,64,97.36,1,Two year,0,1,0
C101770,49,71.96,3,Month-to-month,1,0,0
C101771,38,96.9,0,One year,1,0,0
C101772,64,114.03,2,Month-to-month,0,1,0
C101773,36,52.19,1,Two year,0,0,1
C101774,44,74.38,0,One year,1,1,0
C101775,30,90.01,3,Month-to-month,1,1,0
C101776,59,55.06,4,Month-to-month,1,1,0
C101777,63,45.87,2,Month-to-month,1,0,0
C101778,47,61.08,2,One year,1,0,0
C101779,39,74.01,2,Month-to-month,0,1,1
C101780,55,51.62,1,Month-to-month,1,1,0
C101781,46,84.18,2,Two year,1,0,0
C101782,13,125.89,1,One year,1,1,0
C101783,37,103.04,0,Two year,0,0,0
C101784,53,102.09,3,Month-to-month,1,0,0
C101785,12,34.07,2,Two year,1,1,0
C101786,33,69.96,1,Two year,0,1,0
C101787,72,115.17,3,Month-to-month,1,1,0
C101788,18,65.46,1,Month-to-month,1,1,0
C101789,25,69.67,1,Two year,1,1,0
C101790,66,103.17,1,Month-to-month,1,0,0
C101791,71,88.89,2,Month-to-month,0,1,0
C101792,25,55.81,3,Two year,1,0,1
C101793,34,39.9,1,Month-to-month,1,0,0
C101794,30,67.78,0,One year,1,0,1
C101795,13,95.68,0,Two year,1,1,0
C101796,61,130.74,3,Two year,1,0,0
C101797,58,47.55,2,Month-to-month,1,1,0
C101798,69,41.76,3,One year,1,1,0
C101799,45,118.77,0,Two year,1,1,0
C101800,18,63.03,0,Month-to-month,0,0,0
C101801,45,106.94,2,Month-to-month,0,0,0
C101802,16,61.84,2,Month-to-month,0,0,0
C101803,9,132.17,1,Month-to-month,0,0,0
C101804,55,65.91,0,Month-to-month,0,1,0
C101805,58,93.22,3,Two year,1,0,1
C101806,53,56.67,3,Month-to-month,1,0,0
C101807,58,96.16,1,Month-to-month,1,1,1
C101808,16,51.86,4,One year,0,0,0
C101809,68,35.26,2,Two year,1,0,0
C101810,65,76.5,2,Month-to-month,0,1,0
C101811,28,70.49,1,One year,1,1,0
C101812,6,89.09,0,Two year,1,0,0
C101813,65,58.47,1,Month-to-month,1,0,0
C101814,45,132.7,0,Two year,1,0,0
C101815,69,86.54,1,One year,0,1,0
C101816,52,37.24,1,One year,1,0,0
C101817,64,61.43,0,One year,0,1,0
C101818,52,80.48,1,One year,0,0,0
C101819,68,69.7,3,One year,1,1,0
C101820,21,90.04,2,Month-to-month,0,1,1
C101821,6,71.0,3,One year,1,0,0
C101822,6,35.9,2,Two year,0,1,0
C101823,41,37.21,2,Month-to-month,1,0,0
C101824,21,93.65,1,Month-to-month,1,0,0
C101825,7,50.16,3,One year,1,0,0
C101826,65,82.91,0,Month-to-month,0,0,0
C101827,60,56.5,2,One year,0,0,0
C101828,12,60.86,0,Month-to-month,1,0,0
C101829,64,41.41,1,One year,0,0,0
C101830,50,96.87,2,Month-to-month,0,1,0
C101831,19,65.49,1,Month-to-month,1,0,0
C101832,56,130.08,0,Month-to-month,1,0,0
C101833,31,22.54,1,Month-to-month,0,1,0
C101834,36,44.06,1,Month-to-month,0,1,0
C101835,17,89.95,1,Month-to-month,0,0,0
C101836,22,51.01,1,Month-to-month,1,1,1
C101837,30,97.12,2,Month-to-month,1,0,1
C101838,9,67.73,2,Month-to-month,1,1,1
C101839,19,64.11,2,Month-to-month,1,0,0
C101840,7,77.27,3,Month-to-month,1,1,1
C101841,6,58.91,4,Month-to-month,1,0,0
C101842,27,95.81,6,Month-to-month,1,1,1
C101843,29,20.0,0,Two year,0,0,0
C101844,14,22.91,1,Month-to-month,1,0,0
C101845,30,88.85,3,One year,1,1,1
C101846,48,114.53,3,One year,1,1,0
C101847,43,67.12,0,One year,0,0,0
C101848,45,104.14,2,One year,0,1,1
C101849,23,113.99,4,Month-to-month,1,1,1
C101850,36,109.97,2,One year,1,1,0
C101851,57,20.42,2,One year,1,1,0
C101852,42,89.98,1,Month-to-month,1,0,0
C101853,68,44.55,0,Month-to-month,0,1,1
C101854,23,77.26,2,Two year,1,0,0
C101855,6,68.64,2,Two year,0,0,0
C101856,57,72.82,1,Two year,0,0,0
C101857,9,105.64,1,Month-to-month,1,0,0
C101858,13,41.6,1,Month-to-month,1,1,0
C101859,66,122.36,1,One year,0,0,0
C101860,53,83.68,2,Month-to-month,1,1,0
C101861,55,57.48,2,Month-to-month,1,0,0
C101862,9,53.25,2,One year,0,0,0
C101863,40,111.03,3,Month-to-month,1,1,0
C101864,24,24.79,3,Month-to-month,1,1,0
C101865,8,91.96,2,One year,0,1,0
C101866,12,89.31,3,Two year,0,1,0
C101867,38,117.52,1,Month-to-month,1,0,0
C101868,32,62.88,0,Two year,1,1,0
C101869,29,127.45,0,Month-to-month,0,0,0
C101870,42,124.41,1,Month-to-month,1,0,0
C101871,60,88.83,4,Month-to-month,1,1,0
C101872,53,89.93,2,Two year,0,0,0
C101873,64,101.15,1,Month-to-month,1,0,0
C101874,46,70.18,0,One year,1,1,0
C101875,64,120.36,4,Month-to-month,0,0,0
C101876,55,109.93,1,Month-to-month,1,1,0
C101877,2,61.78,1,Month-to-month,1,0,0
C101878,16,96.09,1,Month-to-month,0,1,1
C101879,42,33.93,1,Two year,1,0,0
C101880,8,37.62,6,Month-to-month,1,0,0
C101881,69,54.43,2,Month-to-month,1,0,0
C101882,47,42.02,2,One year,1,1,0
C101883,47,102.95,4,Month-to-month,1,0,1
C101884,30,94.64,1,Month-to-month,0,0,1
C101885,26,84.62,1,Month-to-month,1,1,0
C101886,17,68.48,2,Month-to-month,1,1,1
C101887,59,104.35,5,Month-to-month,1,0,0
C101888,47,121.38,2,Two year,0,0,0
C101889,21,78.77,2,Two year,0,1,0
C101890,16,92.89,1,Month-to-month,0,0,0
C101891,46,73.94,1,Month-to-month,1,1,0
C101892,7,59.02,2,Month-to-month,1,1,0
C101893,39,58.17,3,Two year,0,0,0
C101894,44,54.96,3,Month-to-month,1,0,1
C101895,4,93.28,1,Two year,1,1,0
C101896,33,105.5,3,One year,1,0,0
C101897,57,42.31,1,One year,1,1,0
C101898,8,36.67,2,Month-to-month,0,0,0
C101899,16,70.65,1,One year,1,1,0
C101900,52,89.59,3,Month-to-month,0,1,1
C101901,72,91.82,3,Month-to-month,0,0,0
C101902,25,96.76,1,Month-to-month,1,1,1
C101903,53,48.8,2,Month-to-month,0,1,0
C101904,46,42.14,1,One year,0,1,0
C101905,56,85.47,1,Month-to-month,1,0,0
C101906,64,43.36,0,Month-to-month,1,1,0
C101907,58,79.21,2,Month-to-month,1,1,1
C101908,12,98.43,2,One year,0,0,0
C101909,3,25.27,1,Two year,1,1,0
C101910,59,81.85,2,Two year,1,0,0
C101911,71,39.58,2,Month-to-month,0,0,0
C101912,23,95.68,2,One year,1,1,0
C101913,58,104.74,1,Two year,1,1,0
C101914,4,64.5,0,Two year,1,0,0
C101915,65,72.91,2,Two year,0,1,0
C101916,55,58.2,3,Two year,0,0,0
C101917,47,67.88,1,Two year,1,0,0
C101918,20,104.99,2,Month-to-month,1,0,0
C101919,55,86.27,4,Month-to-month,0,0,0
C101920,26,110.88,1,Two year,1,0,0
C101921,71,25.52,1,Two year,1,0,0
C101922,30,96.71,1,Month-to-month,1,1,1
C101923,23,83.55,3,One year,0,1,0
C101924,35,94.63,4,One year,1,0,0
C101925,62,62.54,2,Month-to-month,0,1,0
C101926,2,30.12,2,Two year,1,1,0
C101927,17,31.38,0,Month-to-month,1,1,0
C101928,12,76.3,2,Month-to-month,1,0,0
C101929,31,95.25,7,Month-to-month,1,1,0
C101930,53,68.23,2,Two year,1,0,0
C101931,47,84.75,0,Month-to-month,0,1,0
C101932,62,94.2,0,One year,1,0,0
C101933,6,23.32,1,One year,1,1,0
C101934,49,62.56,1,Two year,1,0,0
C101935,64,96.99,3,One year,1,1,0
C101936,53,135.24,1,Month-to-month,1,0,1
C101937,23,97.74,3,Two year,1,0,0
C101938,66,49.44,2,Two year,1,1,0
C101939,47,109.45,2,Month-to-month,1,0,1
C101940,56,71.56,4,Two year,0,0,0
C101941,21,69.26,0,Two year,0,1,0
C101942,27,42.31,1,Two year,0,0,0
C101943,5,127.04,0,One year,1,0,0
C101944,29,43.41,2,Month-to-month,1,0,0
C101945,30,67.07,2,Month-to-month,1,1,0
C101946,38,66.98,0,Month-to-month,1,0,0
C101947,51,71.64,1,One year,0,1,0
C101948,8,106.05,0,Month-to-month,1,0,1
C101949,63,68.8,1,One year,0,0,0
C101950,46,106.83,2,Month-to-month,1,0,0
C101951,50,83.32,1,Month-to-month,0,1,0
C101952,39,83.67,4,Two year,0,1,0
C101953,30,99.03,0,Two year,0,0,0
C101954,24,79.16,2,Month-to-month,0,1,0
C101955,61,82.84,0,One year,1,0,0
C101956,9,108.96,0,Month-to-month,0,0,0
C101957,17,48.11,2,Month-to-month,0,0,1
C101958,14,90.72,1,Month-to-month,0,0,0
C101959,10,139.01,1,Month-to-month,0,0,0
C101960,34,65.58,2,One year,0,0,0
C101961,5,103.72,4,One year,1,1,0
C101962,57,57.01,1,Two year,0,0,1
C101963,28,81.54,2,Month-to-month,0,0,1
C101964,7,56.84,3,Two year,0,1,0
C101965,63,112.31,2,Two year,0,1,0
C101966,48,91.25,0,Two year,0,1,0
C101967,52,23.98,4,One year,0,1,0
C101968,56,83.83,1,Month-to-month,0,0,0
C101969,33,82.8,2,Month-to-month,0,0,0
C101970,47,88.56,1,Month-to-month,0,1,1
C101971,2,124.63,3,One year,0,0,0
C101972,51,59.36,1,Month-to-month,0,1,0
C101973,41,88.14,1,One year,1,0,0
C101974,25,20.0,4,Month-to-month,0,1,0
C101975,34,112.11,4,Month-to-month,1,1,1
C101976,4,36.68,3,One year,1,1,0
C101977,64,55.47,5,Month-to-month,1,1,0
C101978,15,77.89,4,One year,1,0,0
C101979,59,90.07,2,Month-to-month,1,0,0
C101980,47,52.22,0,Two year,0,0,0
C101981,10,121.55,0,Two year,1,1,1
C101982,53,71.95,4,Two year,1,1,0
C101983,33,109.03,3,Month-to-month,1,0,0
C101984,18,53.06,4,Two year,0,0,1
C101985,53,158.77,2,Month-to-month,0,1,0
C101986,53,76.85,2,Month-to-month,1,0,0
C101987,70,76.72,2,One year,1,0,0
C101988,70,88.26,5,Month-to-month,1,0,0
C101989,50,73.05,2,One year,0,0,0
C101990,4,101.56,3,One year,1,0,0
C101991,16,83.27,2,Two year,0,1,0
C101992,24,67.47,0,Month-to-month,1,1,0
C101993,62,75.13,0,Month-to-month,1,0,0
C101994,26,58.88,2,Month-to-month,1,0,0
C101995,53,70.73,0,One year,1,1,0
C101996,2,20.0,1,Month-to-month,0,0,0
C101997,4,40.26,1,Two year,0,0,0
C101998,34,78.48,3,One year,0,1,0
C101999,22,76.12,2,Month-to-month,1,1,0
C102000,35,113.65,2,Month-to-month,0,1,1
C102001,62,100.58,1,One year,0,1,0
C102002,40,87.76,1,Month-to-month,1,1,0
C102003,16,59.21,0,Month-to-month,0,1,0
C102004,25,93.5,4,Month-to-month,0,0,0
C102005,52,64.83,3,Month-to-month,0,1,1
C102006,66,73.72,3,Month-to-month,0,0,1
C102007,38,23.26,1,Month-to-month,1,0,0
C102008,24,80.83,1,Two year,1,0,0
C102009,27,74.64,2,Month-to-month,1,1,0
C102010,15,86.45,1,Month-to-month,1,1,0
C102011,12,75.76,1,Month-to-month,1,1,0
C102012,44,31.87,2,Month-to-month,0,0,0
C102013,55,99.19,3,One year,1,1,0
C102014,62,80.2,1,Month-to-month,1,1,0
C102015,55,110.63,2,Month-to-month,0,0,0
C102016,28,20.09,1,Month-to-month,1,1,0
C102017,21,71.4,2,Month-to-month,0,0,1
C102018,23,109.51,3,Month-to-month,1,0,0
C102019,42,41.06,2,Month-to-month,0,0,0
C102020,37,106.29,1,Month-to-month,0,0,1
C102021,58,111.49,5,One year,0,1,0
C102022,40,91.43,2,Month-to-month,0,0,0
C102023,10,56.42,1,Month-to-month,1,1,0
C102024,66,53.59,3,One year,0,1,0
C102025,71,81.23,1,Month-to-month,0,0,1
C102026,48,98.85,2,Two year,0,0,0
C102027,59,130.93,1,Month-to-month,1,1,0
C102028,52,93.22,1,One year,1,0,0
C102029,70,56.78,2,Month-to-month,1,1,0
C102030,54,111.51,1,One year,0,0,0
C102031,35,124.96,6,One year,1,1,1
C102032,30,89.34,1,Two year,1,1,0
C102033,49,94.86,1,Month-to-month,0,0,1
C102034,2,102.27,0,Month-to-month,1,0,0
C102035,40,20.0,2,Two year,1,1,0
C102036,12,83.39,1,Month-to-month,0,0,0
C102037,39,72.3,3,Month-to-month,1,0,0
C102038,27,51.86,2,Month-to-month,0,1,0
C102039,18,89.98,2,Month-to-month,1,1,0
C102040,66,88.13,4,Month-to-month,1,1,0
C102041,54,89.6,0,One year,1,0,0
C102042,26,90.16,1,One year,1,0,0
C102043,54,93.12,0,One year,0,1,0
C102044,32,88.52,2,One year,1,1,1
C102045,71,74.61,3,Two year,1,0,0
C102046,12,50.41,4,Month-to-month,0,1,0
C102047,11,146.45,2,Month-to-month,1,0,0
C102048,4,105.77,3,One year,1,1,0
C102049,51,102.94,1,One year,1,0,0
C102050,23,91.28,2,Month-to-month,0,1,1
C102051,4,103.99,1,Two year,1,0,0
C102052,55,80.07,3,Month-to-month,1,1,1
C102053,67,97.59,3,Month-to-month,1,0,0
C102054,35,24.35,3,One year,1,1,0
C102055,16,110.67,1,Month-to-month,0,0,0
C102056,19,80.15,1,Month-to-month,1,0,0
C102057,10,66.08,3,Month-to-month,1,0,1
C102058,33,87.02,2,One year,1,1,0
C102059,34,90.36,1,Two year,1,1,1
C102060,64,101.83,2,One year,1,1,0
C102061,6,99.46,0,Two year,0,0,0
C102062,47,120.2,1,One year,0,0,0
C102063,18,62.59,2,Month-to-month,0,1,0
C102064,48,85.01,5,Month-to-month,1,0,0
C102065,40,78.86,0,Two year,0,1,0
C102066,63,34.6,2,Month-to-month,0,0,0
C102067,17,95.36,4,Month-to-month,0,1,0
C102068,63,78.08,1,One year,1,1,0
C102069,21,100.29,1,Two year,0,1,1
